"","accelY","accelZ","accelMag","gyroX","risk","step"
"1580",9.4378738403,-3.2525861263,10.0427093176,2.0069952011,1,0
"1581",8.5927314758,-2.4128324986,8.9422987213,1.9632954597,1,0
"1582",8.5280656815,-2.9518616199,9.0404474752,1.9920732975,1,0
"1583",8.2984428406,-3.1443612576,8.932081167,1.9632954597,1,0
"1584",8.2899112701,-2.6038353443,8.8539617777,1.8417886496,1,0
"1585",7.1982312202,-2.4478597641,8.2995982613,1.8183398247,1,0
"1586",6.0623931885,-3.0558953285,8.0988809825,1.6350133419,1,0
"1587",6.2563896179,-3.0542485714,7.5551548116,1.4101190567,1,0
"1588",5.6161708832,-3.8270914555,6.8574207624,1.2363855839,1,0
"1589",5.6917638779,-4.3680667877,7.1808403675,1.0637181997,1,0
"1590",5.7047867775,-4.6711864471,7.4105958703,1.0509278774,1,0
"1591",5.5353393555,-5.4883370399,7.8782586516,1.0562571287,1,0
"1592",5.3012261391,-5.0106801987,7.2956249138,0.8207039833,1,0
"1593",5.5998549461,-5.8363633156,8.1051138853,0.6512339711,1,1
"1594",5.5631814003,-5.8989329338,8.1835042507,0.4103518426,1,0
"1595",5.6503000259,-6.1587924957,8.5107013432,0.2696599662,1,0
"1596",5.367837429,-6.3345274925,8.4823209127,-0.0522267185,1,0
"1597",4.8307542801,-7.0221972466,8.7046265326,-0.2547385395,1,0
"1598",5.2925438881,-7.3971676826,9.1922777689,-0.3932991028,1,0
"1599",5.8323216438,-6.8222131729,9.1404985468,-0.2611336112,1,0
"1600",5.9460849762,-6.735543251,9.1652238115,-0.4274059236,1,0
"1601",5.9426422119,-6.564748764,9.3572096827,-0.7269101143,1,0
"1602",5.710474968,-6.7873358727,9.3813402226,-1.0253479481,1,0
"1603",6.1908259392,-6.7319507599,9.3659624407,-1.2832835913,1,0
"1604",8.0665750504,-6.4869103432,10.4169339158,-1.2662299871,1,0
"1605",9.815987587,-6.6672854424,11.8682990191,-0.7311732769,1,0
"1606",10.7955503464,-8.4912424088,13.7501475933,-0.5649009347,1,0
"1607",10.1777849197,-7.9001216888,12.9378956905,-0.7546221614,1,0
"1608",8.5262699127,-4.5653562546,9.6756972739,-0.8974461555,1,0
"1609",10.5192251205,-6.1764559746,12.7001571285,-0.448723197,1,0
"1610",12.3367452621,-8.9165077209,15.879235371,0.1556138247,1,0
"1611",10.5270090103,-9.9586410522,15.0596287947,0.2835156024,1,0
"1612",4.951253891,-7.9474234581,9.4058906765,-0.1875896007,1,0
"1613",5.5339918137,-8.0282554626,9.7615100705,-0.349599272,1,0
"1614",6.4246397018,-8.3243398666,10.5339366531,-0.3282819986,1,0
"1615",9.7341079712,-8.651558876,13.0535256253,-0.1886559278,1,0
"1616",11.0450820923,-6.4470930099,12.9178748437,-0.6554982066,1,0
"1617",9.929901123,-4.4026446342,11.1359021206,-1.1543160677,1,0
"1618",7.1446428299,-4.4758424759,8.4501799073,-1.7778378725,1,0
"1619",9.419462204,-3.6287539005,10.1176889656,-1.753323555,1,0
"1620",12.0864658356,-2.9675788879,12.5437588557,-1.7948914766,1,0
"1621",13.5887422562,0.8942404389,13.9679918873,-1.8364599943,1,0
"1622",11.5718364716,1.3801300526,12.2084099221,-1.5731949806,1,0
"1623",7.9538598061,0.5108876228,8.735799547,-1.4591491222,1,0
"1624",7.4130344391,0.2571652234,8.222409902,-1.3173909187,1,0
"1625",9.2166337967,0.1052311733,10.3532829496,-1.081838131,1,0
"1626",9.6282777786,-0.6881190538,10.8015179733,-0.9933726788,1,0
"1627",10.4815034866,-1.9091299772,11.433513009,-0.8654703498,1,0
"1628",10.5512580872,-0.1889071614,11.5035547485,-0.8921166062,1,0
